image_id,category_id
10233144-66d5-470a-8e49-8d6c1ab8dc8a.jpg,6
12b58500-03bf-4419-8e32-66a15730e06e.jpg,11
14376ca4-1c69-45dd-992a-0ed5b02b0643.jpg,12
19a70dad-73f1-4c9b-86dd-73ac9bfffbe7.jpg,12
22a1dafe-5750-40f3-aa8b-73bbe8c8bc0e.jpg,8
2e2665a4-5652-4b5f-bc6f-bb9dfec9b43a.jpg,12
6f3e61ed-8d2b-4b23-b0f6-426739fa841b.jpg,12
719a7e6c-1a05-4816-83ba-4208d481e470.jpg,12
7c382f82-feb7-48e4-8a2c-7fc630835c7f.jpg,12
836a4893-2194-499a-ac15-da31fc26e7c5.jpg,8
8c913169-3777-4262-824e-9a16acbcc166.jpg,7
a2676e40-7282-4c30-b154-4900da67a7b7.jpg,12
a74f21c4-5721-465b-afef-ccd8b897c797.jpg,12
b103d707-9718-4e0e-b6e5-20373900d5e6.jpg,12
c81eacfa-4132-4f4d-9a72-69ab8818c7dd.jpg,12
