image_id,category_id
2ebed647-9d31-45e0-93d2-148456c24fd3.jpg,3
7b2f549f-7d3c-49e8-afca-2fc56cdf605e.jpg,2
b3399075-e2e9-4811-abc1-26a0b2e6ae46.jpg,2
0a0cca13-2b39-4c0e-9c2d-3bc37d1c4262.jpg,2
0a603abc-2eed-43c4-a3ab-525b1009f121.jpg,2
0de1c756-0696-4b2d-b90c-58bc13f2aae4.jpg,2
14ce6da9-2ea2-4b54-9868-7a69ae899980.jpg,2
1559813547.png,2
1559813561.png,2
1560656743.png,2
1560656778.png,2
158aea6e-bd06-4445-b493-bd453c327e90.jpg,3
257f0fed-318d-4e03-8c62-2117e8ddbae9.jpg,2
26793578-6a45-4500-901a-dc8c54bb3410.jpg,3
29e4de86-156e-47a4-987c-e40da329f00a.jpg,2
3ef8e5d5-1d11-4cf1-8e67-426aaf597cac.jpg,3
441c2a03-494d-4159-a1e9-61d96da58201.jpg,2
4cb8e5a9-cafa-415c-8324-81be5cdfc8b4.jpg,2
4d259c16-b31f-47dc-8702-ce05d6144b22.jpg,3
4df1c9eb-002b-4c9b-9104-bb408700685d.jpg,2
56b18c64-d749-4c8a-a5e9-a9f45c5572bd.jpg,1
665f7a36-d6c2-4cea-8431-b724b79ea0a0.jpg,2
67048ed3-e7a2-4350-bcf1-92d609f47b85.jpg,3
6eb2a365-1286-4470-9125-58e3363dc343.jpg,3
6f648d13-64ec-4f72-a9e1-cd7cfed92ff5.jpg,1
75f22f34-45ff-4aba-9e06-831195d9d374.jpg,3
7b3c9e30-ac1c-4f90-8927-41a02e8b454e.jpg,3
7ebb06ed-629e-4cd8-b500-09d57cd2a84c.jpg,2
8032c091-9861-4c72-b4e6-685a1ac3add9.jpg,2
80d41cfd-bbee-4091-a8d7-e41b8e843d4b.jpg,2
87f55ebc-fdcc-4f18-bc18-14a69e9c3f40.jpg,3
8a7410d4-7ed7-470d-b699-ab448a1ed191.jpg,3
9f4a2e49-e59f-40ce-82b2-116ebfd4ef62.jpg,2
a3ed423a-e25f-4838-93e9-2124bd7c872a.jpg,3
abbc216b-c00e-4419-bd1e-47daff52a23d.jpg,2
b137f355-ead9-4fcc-86f3-cfd9d6103ef8.jpg,2
b2719d7f-eb4e-48fa-9358-12e1b42fdc38.jpg,1
b7b8469f-bd36-487c-8803-642b27f56c64.jpg,2
bb110c9d-006a-4eda-9e66-bb737bc06940.jpg,2
c32a3e11-3129-4f4a-abf2-c3496244df60.jpg,2
c374dd3c-69c6-4cde-b03b-507405644ac3.jpg,2
c5d7adaa-9aef-4f8c-aabb-6f94df810e89.jpg,2
caa1ec97-9393-4449-8c49-18867c99bcb5.jpg,3
ce8eceb8-387d-4149-b765-e904f3c094a6.jpg,2
d0df7bac-1a41-445f-a161-66f523d70076.jpg,2
d19e5382-d8fd-46ff-8c4c-c94dfb236d4f.jpg,3
d2126253-b79a-417d-a502-7ccefd660f64.jpg,3
d3a6ea25-e2fd-4ce2-91e5-ecc923da0df6.jpg,2
dab99aa1-151a-4acd-aa77-a72830c770df.jpg,2
dcebe6d8-058b-4dad-9d02-43b5fed34a24.jpg,3
e237970b-a241-48ab-bce0-6e417266893d.jpg,2
e4ede64c-2dbb-45b7-adcd-8dc46438c63a.jpg,2
ea23d69b-c5de-456e-bcce-79edc812942a.jpg,3
eda89ad3-0630-49f6-aaad-8e936bd11353.jpg,2
f0e43411-cf4b-48fc-8a55-5c8a098bcb45.jpg,3
f2c8f848-be25-47f2-b569-42a7d3a3207b.jpg,2
fa7250d9-26e2-4980-8858-d301dafb2d9f.jpg,2
fd9a6671-d53b-4cba-b30d-e1789930eb8c.jpg,2
