image_id,category_id
3f176792-94a1-4ead-9e4e-555088927dd3.jpg,3
5b73fadf-9468-4ecc-8141-6169407a23155.jpg,2
86b6b582-5c74-4fec-87c4-1f74e93c5f862.jpg,3
bff2e9f8-1853-4beb-b037-f4b6984ab8dc3.jpg,3
00d5aa3e-9c60-42b3-894d-0b83727e9293.jpg,2
01b9f157-08b0-43cf-b358-a79535708b6a.jpg,2
01f34c7d-41f9-47ae-8fc4-956f3fa127bf.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf10.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf2.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf3.jpg,3
01f34c7d-41f9-47ae-8fc4-956f3fa127bf4.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf5.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf6.jpg,2
01f34c7d-41f9-47ae-8fc4-956f3fa127bf7.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf8.jpg,1
01f34c7d-41f9-47ae-8fc4-956f3fa127bf9.jpg,1
1195993d-d4bf-40bc-a57c-0013bb0793383.jpg,2
1195993d-d4bf-40bc-a57c-0013bb0793384.jpg,3
1195993d-d4bf-40bc-a57c-0013bb0793385.jpg,1
1195993d-d4bf-40bc-a57c-0013bb0793386.jpg,1
12cb2d66-c863-4a83-b81b-f473473bb300.jpg,3
1383132c-e43e-4fb1-a584-c99c14218598.jpg,3
1383132c-e43e-4fb1-a584-c99c142185982.jpg,1
1383132c-e43e-4fb1-a584-c99c142185983.jpg,1
1383132c-e43e-4fb1-a584-c99c142185984.jpg,1
1893c60c-dfd9-492b-b23e-0ad3849ce5b5.jpg,3
1893c60c-dfd9-492b-b23e-0ad3849ce5b510.jpg,1
3f176792-94a1-4ead-9e4e-555088927dd32.jpg,3
41bf8bbc-4f73-4a12-b283-8ba8843a6384.jpg,2
41bf8bbc-4f73-4a12-b283-8ba8843a63842.jpg,1
43a4e56c-19fa-458d-a000-141607122247.jpg,1
43a4e56c-19fa-458d-a000-14160712224710.jpg,3
43a4e56c-19fa-458d-a000-14160712224711.jpg,3
43a4e56c-19fa-458d-a000-14160712224712.jpg,3
43a4e56c-19fa-458d-a000-14160712224713.jpg,2
43a4e56c-19fa-458d-a000-14160712224714.jpg,2
43a4e56c-19fa-458d-a000-14160712224715.jpg,3
43a4e56c-19fa-458d-a000-14160712224716.jpg,2
43a4e56c-19fa-458d-a000-1416071222472.jpg,2
534f3982-1169-46d7-ad9a-68c08bc46c904.jpg,2
534f3982-1169-46d7-ad9a-68c08bc46c905.jpg,2
534f3982-1169-46d7-ad9a-68c08bc46c906.jpg,3
53b8185b-4dd1-44b3-a1a1-c5216aead96c.jpg,1
53b8185b-4dd1-44b3-a1a1-c5216aead96c2.jpg,1
53b8185b-4dd1-44b3-a1a1-c5216aead96c3.jpg,3
53b8185b-4dd1-44b3-a1a1-c5216aead96c4.jpg,1
53b8185b-4dd1-44b3-a1a1-c5216aead96c5.jpg,1
53b8185b-4dd1-44b3-a1a1-c5216aead96c6.jpg,1
53ce819e-6483-4ebb-a080-5539c6ff6da5.jpg,3
53ce819e-6483-4ebb-a080-5539c6ff6da52.jpg,3
6ca2cfc7-53ac-4fce-8b3e-31058fb658f62.jpg,2
6ca2cfc7-53ac-4fce-8b3e-31058fb658f63.jpg,2
6ca2cfc7-53ac-4fce-8b3e-31058fb658f64.jpg,2
6ca2cfc7-53ac-4fce-8b3e-31058fb658f65.jpg,3
6ca2cfc7-53ac-4fce-8b3e-31058fb658f66.jpg,2
6ca2cfc7-53ac-4fce-8b3e-31058fb658f67.jpg,2
6ca2cfc7-53ac-4fce-8b3e-31058fb658f68.jpg,3
6ca2cfc7-53ac-4fce-8b3e-31058fb658f69.jpg,2
6d889936-6cbc-4864-b929-3e6ea46cd3c82.jpg,2
6d889936-6cbc-4864-b929-3e6ea46cd3c83.jpg,1
6d889936-6cbc-4864-b929-3e6ea46cd3c85.jpg,1
6e1ee27b-2a70-4a21-8b18-128e910051fa.jpg,2
6e286756-b23b-431e-9956-25e3c9562c00.jpg,3
6e286756-b23b-431e-9956-25e3c9562c002.jpg,3
6e286756-b23b-431e-9956-25e3c9562c003.jpg,2
700d43c9-a20c-41bc-b623-35aea16ee1c8.jpg,3
700d43c9-a20c-41bc-b623-35aea16ee1c82.jpg,1
700d43c9-a20c-41bc-b623-35aea16ee1c84.jpg,3
70d6c1f1-6cdf-49a1-b4e2-53f02fee49ed.jpg,1
70d6c1f1-6cdf-49a1-b4e2-53f02fee49ed2.jpg,1
70d6c1f1-6cdf-49a1-b4e2-53f02fee49ed3.jpg,3
70d6c1f1-6cdf-49a1-b4e2-53f02fee49ed4.jpg,2
71f7c37c-f764-4aba-8d81-03056d8d5cef.jpg,3
7206edf7-2ebc-4745-9023-56f72da6d733.jpg,3
7206edf7-2ebc-4745-9023-56f72da6d73310.jpg,1
7206edf7-2ebc-4745-9023-56f72da6d73311.jpg,1
7206edf7-2ebc-4745-9023-56f72da6d73312.jpg,1
7206edf7-2ebc-4745-9023-56f72da6d73313.jpg,1
0301bab6-7716-4413-a4fc-f402d8da8f05.jpg,3
04c3f348-f0db-4cde-8f43-f42b9d37807b10.jpg,1
05BB0912-B0AF-4593-A479-5D8B14F1A93A2.jpg,2
07c205f2-619f-4a66-b3f5-2503b51edd536.jpg,2
0e979b0b-1b37-4bcd-a9aa-e9573b1fd2aa3.jpg,3
1195993d-d4bf-40bc-a57c-0013bb0793382.jpg,1
1893c60c-dfd9-492b-b23e-0ad3849ce5b511.jpg,3
1893c60c-dfd9-492b-b23e-0ad3849ce5b522.jpg,2
1a1a7f23-8b20-4af7-bafb-97f2b0fb51cd5.jpg,3
1bb599f6-6bda-451f-b597-a8fc7c0996f29.jpg,1
224a1c38-146a-45a0-9bbe-869f8e030af311.jpg,3
229731a4-adda-4735-801b-7d193c62a0df2.jpg,2
26a22ddc-4ae4-4d6a-81f4-b593fbec66eb3.jpg,2
2d09d25b-8a2a-41d8-bc74-18c9bbe61b366.jpg,3
352aa5f8-582a-48ac-8faa-7f52bfbce1466.jpg,1
37bbcf0f-2717-43b1-8346-dda8c35fbb81.jpg,3
3a048b8a-84d5-4257-91df-c8e818faedc911.jpg,1
3a267d94-d2d9-442c-9f7f-bc0731c14716.jpg,3
3c4b53a4-627d-46bf-be9a-da2ae469da49.jpg,3
3cc64138-1fbd-4eba-8628-5237efd54a5a3.jpg,2
7de9e075-ee74-4b23-9c31-4fb1d7389def.jpg,1
7de9e075-ee74-4b23-9c31-4fb1d7389def2.jpg,3
7de9e075-ee74-4b23-9c31-4fb1d7389def3.jpg,1
7de9e075-ee74-4b23-9c31-4fb1d7389def4.jpg,1
7de9e075-ee74-4b23-9c31-4fb1d7389def5.jpg,1
7fe8b569-b0eb-4a08-8f15-83617eed67cf.jpg,3
7fe8b569-b0eb-4a08-8f15-83617eed67cf2.jpg,3
7fe8b569-b0eb-4a08-8f15-83617eed67cf3.jpg,3
806cd52e-04dd-4755-96f2-4ec190c97b6f.jpg,1
806cd52e-04dd-4755-96f2-4ec190c97b6f2.jpg,1
806cd52e-04dd-4755-96f2-4ec190c97b6f3.jpg,1
81367160-aac2-411a-9f66-7151dbf0506e.jpg,3
817c4da4-80a1-4148-8bf8-9e9dd304325a.jpg,3
817c4da4-80a1-4148-8bf8-9e9dd304325a10.jpg,2
817c4da4-80a1-4148-8bf8-9e9dd304325a2.jpg,2
88607fc6-88ae-4538-b701-c2ae3499aba2.jpg,3
88607fc6-88ae-4538-b701-c2ae3499aba22.jpg,1
88607fc6-88ae-4538-b701-c2ae3499aba23.jpg,1
88607fc6-88ae-4538-b701-c2ae3499aba24.jpg,1
88607fc6-88ae-4538-b701-c2ae3499aba25.jpg,2
88dc057a-a90a-423f-978f-2e354d0aac6a.jpg,3
88dc057a-a90a-423f-978f-2e354d0aac6a2.jpg,2
8aceb0a0-a2f4-4113-aca7-8f6be09cf821.jpg,1
8b23db8e-4996-4570-8867-c63545cd7fcf.jpg,2
8b23db8e-4996-4570-8867-c63545cd7fcf2.jpg,2
8b23db8e-4996-4570-8867-c63545cd7fcf3.jpg,1
8b23db8e-4996-4570-8867-c63545cd7fcf4.jpg,2
8b5f2e3b-96f9-40dd-bc08-eae25660e0e7.jpg,1
8b5f2e3b-96f9-40dd-bc08-eae25660e0e72.jpg,3
8b5f2e3b-96f9-40dd-bc08-eae25660e0e73.jpg,1
8b5f2e3b-96f9-40dd-bc08-eae25660e0e74.jpg,1
8b5f2e3b-96f9-40dd-bc08-eae25660e0e75.jpg,1
8b5f2e3b-96f9-40dd-bc08-eae25660e0e76.jpg,2
8b5f2e3b-96f9-40dd-bc08-eae25660e0e77.jpg,1
8f2bd8ee-8b43-4c80-9ace-0ee502fe8361.jpg,2
a65474ae-bbce-4ab5-8a9d-752f8029bc97.jpg,2
a65474ae-bbce-4ab5-8a9d-752f8029bc972.jpg,2
a65474ae-bbce-4ab5-8a9d-752f8029bc973.jpg,3
aa4e1578-6519-4ddd-a39b-712e3cf703b0.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b010.jpg,2
aa4e1578-6519-4ddd-a39b-712e3cf703b011.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b012.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b013.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b014.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b015.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b016.jpg,1
aa4e1578-6519-4ddd-a39b-712e3cf703b017.jpg,1
c9e6058f-9bdb-425a-9455-294e907beecd8.jpg,1
c9e6058f-9bdb-425a-9455-294e907beecd9.jpg,1
ca4ff228-3573-4ee9-b4a6-a5ec7f54e3ac.jpg,3
ca4ff228-3573-4ee9-b4a6-a5ec7f54e3ac2.jpg,3
cb16b80b-784f-46df-8565-6998e899eb9e.jpg,2
cb16b80b-784f-46df-8565-6998e899eb9e2.jpg,2
cb16b80b-784f-46df-8565-6998e899eb9e3.jpg,2
cb16b80b-784f-46df-8565-6998e899eb9e4.jpg,2
cb1d2069-1204-4968-badd-1e94590e6b96.jpg,2
cb1d2069-1204-4968-badd-1e94590e6b962.jpg,2
cb1d2069-1204-4968-badd-1e94590e6b963.jpg,2
d56e3480-3617-4fa1-9979-ec1df729ef533.jpg,1
d56e3480-3617-4fa1-9979-ec1df729ef534.jpg,2
d56e3480-3617-4fa1-9979-ec1df729ef535.jpg,2
d56e3480-3617-4fa1-9979-ec1df729ef536.jpg,2
d56e3480-3617-4fa1-9979-ec1df729ef537.jpg,2
d6737470-1380-4210-8683-f871558854a2.jpg,1
d6737470-1380-4210-8683-f871558854a22.jpg,1
